id,issue_id,classification,classification_probabilities,classification_raw_response,model,prompt_version,temperature,classified_at
91,91,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a scenario where the code's output for a non-converged state directly contradicts its own documentation. This represents a logic/flow error within the repository's source code, which is a primary characteristic of an Intrinsic bug.

**Maintainer Signal** - A maintainer (`agramfort`) acknowledges the report as a ""corner case"" and encourages a pull request to ""fix"" it, validating it as a real issue in the codebase rather than a user error or documentation problem.

**PR/Commit Evidence** - The closing PR provides the strongest evidence. The title, ""Make non-convergence output match documentation,"" and the body clearly state that the code ""did not behave in the way the documentation stated."" The fix involved modifying production code by adding a boolean to track the convergence state and altering the return logic. This is a direct correction of a logic error.

**Temporal Signals** - There are no temporal signals. The issue is not linked to any dependency upgrade, version change, or external tool.

**Contract Rule** - The library's documentation serves as its API contract with the user. The code was violating this contract by failing to return the documented values in the specified non-convergence scenario. The fault lies within this repository's code.

**Information Completeness** - The issue is very well-documented, with a clear description of the discrepancy, a minimal reproducible code example, and complete version information. There is sufficient data to make a confident classification.

**Final Answer:** The evidence overwhelmingly points to an Intrinsic bug. The production code contained a logic flaw causing its behavior to deviate from its documented contract. The resolution was a direct fix to this logic in the production code, not an update to the documentation.
**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:50:04.614663
92,92,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a ""regression in input validation"" where code that worked in a previous version now fails. This aligns perfectly with the **Intrinsic** definition, specifically ""Regressions caused by our own commits in this repo"" and ""Logic/validation/exception/flow errors in our source code"".

**Maintainer Signal** - This is the strongest signal present. The issue was opened by a MEMBER (`amueller`), who explicitly calls it a ""regression"" and, in a comment, pinpoints the exact internal PR that caused the issue: ""broke in #10830"". This directly attributes the root cause to a change inside this repository.

**PR/Commit Evidence** - A PR was merged with the title ""allow object dtype arrays in clustering metrics"", which directly fixes the problem described. The change was to the library's production code to correctly handle an input type that was previously supported, confirming a fix to internal logic.

**Temporal Signals** - The author states, ""this worked in 0.21.1"". This is a strong temporal signal indicating a regression between two versions of this specific project, not a change in an external dependency or runtime.

**Contract Rule** - The library's own code was changed, breaking the implicit contract that previously-valid inputs (`object` dtype arrays) would continue to work. The fault lies entirely within this repository's code.

**Information Completeness** - The issue is perfectly clear, with a minimal, reproducible code snippet, version information, and a clear description of the expected versus actual behavior.

**Decision** - All evidence points conclusively to an Intrinsic bug. A maintainer identified a regression caused by a specific, prior commit in this repository, and a subsequent PR fixed the internal validation logic.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:50:21.722241
93,93,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a crash caused by an internal inconsistency within the library. A global configuration (`set_config(transform_output=""pandas"")`) causes one component (`IsotonicRegression`) to return an unexpected data type (a pandas DataFrame) from its `predict` method. This breaks another component (`_CalibratedClassifier`) which expects a NumPy array. This is a logic/flow error in the library's source code, fitting the **Intrinsic** definition.

**Maintainer Signal** - Maintainer `glemaitre` provides a strong signal. They reproduce the issue, investigate, and identify the exact root cause: ""`IsotonicRegression().predict(X)` call `IsotonicRegression().transform(X)`"". This means the `predict` method was unintentionally being affected by a configuration meant for `transform` methods. This confirms the bug is internal to the repository's logic.

**PR/Commit Evidence** - The closing PR is titled ""FIX make IsotonicRegression predict NumPy array"". The description confirms the fix is to refactor the internal methods (`_transform`) so that the public `predict` method is no longer affected by the pandas output wrapper and always returns a NumPy array as expected by other parts of the library. This is a direct fix to production code to correct an internal logic error.

**Temporal Signals** - There are no temporal signals. The bug is not related to an upgrade of a dependency or runtime environment. It's a pre-existing issue with the library's own features.

**Contract Rule** - This is an internal contract violation. One part of the scikit-learn library (`_CalibratedClassifier`) has an implicit contract that the `predict` method of its internal calibrators will return a NumPy array. Another part (`IsotonicRegression`) violates this contract when a specific global configuration is active. The fault lies within the library's own code.

**Information Completeness** - The issue is very well-documented with a minimal reproducible example, a clear description of expected vs. actual results, a stack trace, and version information. It is fully sufficient for classification.

**Final Answer:** - The evidence overwhelmingly points to an internal logic bug. The interaction between a global setting and an internal method call produced an incorrect data type, causing a crash. The maintainer confirmed this analysis and a PR was merged to fix the internal logic.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:50:38.045617
94,94,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a logic error within the `ColumnTransformer` component of scikit-learn. A specific, valid input (a transformer with an empty list of features) causes a crash when a particular output mode (""pandas"") is enabled. This points to a flaw in the repository's own source code, fitting the **Intrinsic** definition.

**Maintainer Signal** - There is a very strong signal from a maintainer (thomasjpfan) who commented: ""I agree this is a bug and opened #25570 to fix it."" This explicitly confirms the issue is a defect within the repository.

**PR/Commit Evidence** - The issue was closed by a PR titled ""FIX Fixes ColumnTransformer to support empty selection for pandas output"". The PR body confirms it ""adds support for empty selection when the output is pandas"". This shows that production code within this repository was modified to correct the faulty logic.

**Temporal Signals** - There are no temporal signals like ""after upgrading"" or ""worked on version X"". The bug appears to be a pre-existing logic error for an edge case, not a regression caused by an external change.

**Contract Rule** - The user is providing a valid configuration to the `ColumnTransformer` API. The library fails to handle this valid input correctly, leading to a crash. The library is not fulfilling its contract to handle all valid inputs. This is an internal, Intrinsic failure.

**Information Completeness** - The issue provides a clear description, a minimal reproducible code example, a full stack trace, and version information. The information is more than sufficient to classify the bug.

**Decision** - All evidence points to an Intrinsic bug. A maintainer confirmed it, a PR with a production code fix was merged, and the root cause is a logic error in handling a valid edge case within the library's own code. The crash in the pandas library is a downstream effect of scikit-learn preparing and passing incorrect data to it.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:50:52.880123
95,95,Not a Bug,"{""Intrinsic"": 0.08, ""Extrinsic"": 0.02, ""Not a Bug"": 0.9, ""Unknown"": 0.0}","**Reasoning:**
**Definition Check** - The issue is explicitly framed as a request to add new functionality: ""Support nullable pandas dtypes"" and ""Describe the workflow you want to enable"". This aligns directly with the ""Not a Bug"" definition, which includes ""Feature requests, enhancement requests"". While a code change was required, it was to add a new capability, not to fix a defect in existing, documented functionality.

**Maintainer Signal** - A maintainer acknowledged the issue, explained the technical root cause (how pandas presents these dtypes), and noted that an existing internal utility (`check_array`) could be used to solve it. This confirms a code change was needed, but the context is adding support, not fixing a regression.

**PR/Commit Evidence** - The closing Pull Request is titled ""ENH Allows target to be pandas nullable dtypes"". ""ENH"" is a common abbreviation for ""Enhancement"". This is a very strong signal that the maintainers considered this a feature addition, not a bug fix. The change involved adding a call to `check_array` to handle these new dtypes, effectively implementing the requested feature.

**Temporal Signals** - There are no temporal signals. The issue is not caused by an upgrade of a dependency or runtime.

**Contract Rule** - This is not a contract violation. The library did not previously claim to support these specific dtypes in this function. The request is to expand the functionality to support them, which is an enhancement.

**Information Completeness** - The issue is well-described with a clear reproduction case and a proposed solution, making it easy to classify.

**Final Answer:** The combination of the ""New Feature"" label, the ""Enhancement"" (ENH) prefix in the closing PR, and the language in the issue body (""Support..."", ""enable a workflow"") overwhelmingly points to this being a feature request. According to the classification guide, feature requests are categorized as ""Not a Bug"".

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.08
- Extrinsic: 0.02
- Not a Bug: 0.90
- Unknown: 0.00

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:51:18.055073
96,96,Not a Bug,"{""Intrinsic"": 0.1, ""Extrinsic"": 0.0, ""Not a Bug"": 0.9, ""Unknown"": 0.0}","**Reasoning:**
**Definition Check** - The issue is explicitly a request to add new functionality: ""Support nullable pandas dtypes"". The issue body uses the template ""Describe the workflow you want to enable"". The definition for ""Not a Bug"" explicitly includes ""Feature requests, enhancement requests"". This is the strongest initial match.

**Maintainer Signal** - A maintainer acknowledged the request by opening a PR to implement the feature. This confirms the validity of the request for the project.

**PR/Commit Evidence** - The closing PR is titled ""ENH Allows target to be pandas nullable dtypes"". The ""ENH"" prefix stands for ""enhancement"", which directly supports the classification of the original issue as a feature request. The PR adds new capability rather than fixing a logical flaw in existing code.

**Temporal Signals** - There are no temporal signals like ""after upgrading"" or ""it used to work"". The functionality was never present, and the user is requesting its addition. This rules out an Extrinsic cause.

**Contract Rule** - This is not a case of violating a contract, but rather a request to extend the library's contract to support more data types from a key dependency (pandas).

**Information Completeness** - The issue is complete with a clear description, a title indicating a feature request, and a code snippet to reproduce the current limitation.

**Final Answer:** - The issue is unambiguously framed as a feature/enhancement request. The title (""Support...""), labels (""New Feature""), and the closing PR's title (""ENH..."") all align. According to the guide, feature requests are classified as ""Not a Bug"", even if they result in a production code change.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.10
- Extrinsic: 0.00
- Not a Bug: 0.90
- Unknown: 0.00

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:51:37.974928
97,97,Intrinsic,"{""Intrinsic"": 0.9, ""Extrinsic"": 0.05, ""Not a Bug"": 0.05, ""Unknown"": 0.0}","**Reasoning:**
**Definition Check** - The issue describes a `ValueError` when `LabelBinarizer` is used with a specific, valid input type from the pandas library (nullable dtypes, which result in ExtensionArrays). The fix required modifying production code within the scikit-learn repository to correctly handle this data structure. This aligns with the **Intrinsic** definition, as it's a logic error in the source code's handling of supported inputs.

**Maintainer Signal** - A maintainer (thomasjpfan) immediately acknowledged the issue, linked it to a PR, and when that PR proved to be an incomplete fix, they reopened the issue and worked on a final solution. This indicates they accepted responsibility for the defect within the scikit-learn codebase.

**PR/Commit Evidence** - The closing PR is titled ""FIX Fixes pandas extension arrays in check_array"". The PR body explains that the existing code used duck-typing with `.iloc`, which works for `pandas.Series` but not for `pandas.core.arrays.integer.IntegerArray` (an ExtensionArray) which is returned by `.unique()`. The fix modifies internal logic to explicitly check for and handle these extension arrays. This is a direct correction of faulty logic in this repository's production code.

**Temporal Signals** - There are no temporal signals like ""after upgrading pandas"". The issue is about a lack of support for an existing pandas feature, not a breaking change from an upgrade.

**Contract Rule** - The scikit-learn code made an incorrect assumption about the objects it would receive from a standard pandas operation (`.unique()`). It assumed the returned object would have an `.iloc` attribute, which was not guaranteed by the pandas API for all return types. This is a violation of the contract from scikit-learn's side (making an incorrect assumption), making the bug **Intrinsic**.

**Information Completeness** - The issue is very well-documented with a clear description, a minimal reproducible example, and a clear proposed solution. There is sufficient information to make a confident classification.

**Final Answer:** The root cause is an incorrect assumption within scikit-learn's internal utility functions about the structure of data returned by pandas. The fix was to correct this internal logic. Despite the ""New Feature"" label, the context and the fix (a PR titled ""FIX..."") clearly point to a bug in the existing implementation.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.90
- Extrinsic: 0.05
- Not a Bug: 0.05
- Unknown: 0.00

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:51:57.459498
98,98,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue is caused by logic within scikit-learn's `_set_output.py` module, which unconditionally attempts to reset the index of a transformed pandas DataFrame to match the original input's index. This fails when a custom transformer aggregates data and changes the number of rows. This represents a logic/flow error in the library's source code, fitting the **Intrinsic** definition.

**Maintainer Signal** - This is the strongest signal. A maintainer (`thomasjpfan`) explicitly agrees that the library's behavior is the problem, stating, ""setting the index may be too strict"" and ""I think we can get away with not setting the index so your use case just works."" They then opened a pull request to fix this behavior. This is a direct confirmation that the root cause is inside the repository.

**PR/Commit Evidence** - The issue was closed by a PR that modifies production code in `sklearn/utils/_set_output.py`. The change specifically alters the logic to no longer override the index of the output DataFrame, directly addressing the `ValueError` and making the library's behavior more flexible for this valid use case.

**Temporal Signals** - There are no temporal signals. The issue is not caused by an upgrade of a dependency, runtime, or other external tool.

**Contract Rule** - While a maintainer initially mentioned a convention that transformers should preserve the number of samples, they immediately followed up by stating this rule was ""too strict"" in this context and that the library should be changed. The final action was to change the library's behavior, not to reject the user's code. This indicates the library's implementation was considered the defect.

**Information Completeness** - The issue report is excellent, with a minimal reproducible example, a clear stack trace, and version information. There is no ambiguity.

**Final Answer:** The evidence overwhelmingly points to an Intrinsic bug. The maintainer explicitly identified the library's internal logic as ""too strict"" and a fix was merged into the repository's production code to correct this behavior.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:52:18.089255
99,99,Not a Bug,"{""Intrinsic"": 0.01, ""Extrinsic"": 0.01, ""Not a Bug"": 0.97, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue explicitly uses a feature request template (""Is your feature request related to a problem?"", ""Describe the solution you'd like""). The content describes a request for new functionality (allowing `:inherited-members:` to accept multiple classes), which directly aligns with the ""Not a Bug"" definition, specifically ""Feature requests, enhancement requests"".

**Maintainer Signal** - A maintainer (`tk0miya`) commented ""+1: Acceptable change,"" which signals agreement with the proposed enhancement, not an acknowledgement of a bug. Their follow-up questions are to clarify the behavior of the new feature.

**PR/Commit Evidence** - The closing PR is explicitly categorized as a ""Feature"" in its body. The title, ""autodoc: :inherited-members: option now takes multiple classes,"" describes adding a new capability, not fixing an existing error.

**Temporal Signals** - There are no temporal signals like ""after upgrading"" or ""worked on version X"". The issue describes a long-standing limitation, not a regression or a problem caused by an external change.

**Contract Rule** - This is not applicable as the issue is not about misusing an API but about extending its capabilities.

**Information Completeness** - The issue is very clear and provides a complete description of the desired enhancement and the problem it solves. There is no ambiguity.

**Decision** - All available signals—the issue's title, body, labels (`type:enhancement`), maintainer comments, and the closing PR's content—unambiguously point to this being a feature request. The ""Content > Labels"" rule confirms that feature requests are ""Not a Bug"".

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.01
- Extrinsic: 0.01
- Not a Bug: 0.97
- Unknown: 0.01

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:53:23.873233
100,100,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a scenario where valid input (an RST file with a specific heading format) combined with a valid configuration (`rst_prolog`) produces incorrect output. This points to a logic or transformation error within the Sphinx codebase, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - A maintainer (`picnixz`) provides a very strong signal by investigating the issue and identifying the exact cause and location of the bug within the repository's own source code: ""the issue is that the prolog is inserted between `:mod:\`...\`` and the header definnition"". This explicitly places the root cause inside this repo.

**PR/Commit Evidence** - The closing PR directly addresses and fixes the logic bug described by the maintainer. The PR's description confirms that the `rst_prolog` was being inserted in the wrong place, breaking the heading's structure. The fix modifies production code responsible for this transformation.

**Temporal Signals** - The author notes that the bug has existed for a long time (""reproduce it in v4.0.0 of Sphinx""), which argues against it being an Extrinsic issue caused by a recent external dependency change.

**Contract Rule** - This rule is not applicable as the issue stems from internal processing logic, not the interaction with an external API.

**Information Completeness** - The issue is very well-documented with a minimal, complete, and verifiable example, making it easy to understand and reproduce. It is not Unknown.

**Final Answer:** The evidence is conclusive. A maintainer identified a specific logic flaw in the repository's code, and a subsequent PR modified that production code to correct the faulty behavior. This is a classic **Intrinsic** bug.
**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:53:39.960314
101,101,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a logic error within the `autosummary` extension. A specific configuration option, `autosummary_imported_members = False`, is not being respected by the code, leading to incorrect output. This points directly to a defect in the repository's own source code, fitting the **Intrinsic** definition.

**Maintainer Signal** - The issue was reported by `tk0miya`, who is a MEMBER of the project. A maintainer filing a detailed bug report is a very strong signal that the problem is recognized as a valid, internal defect. The same maintainer also closed the issue with a PR.

**PR/Commit Evidence** - The issue was closed by a merged pull request titled ""Fix #7685..."". The PR body explicitly states it is a ""Bugfix"". This confirms that a change to the repository's production code was required to resolve the incorrect behavior.

**Temporal Signals** - There are no temporal signals in the issue description, such as ""after upgrading"" or ""works on version X, fails on Y"". This makes an external cause highly unlikely.

**Contract Rule** - This rule is not applicable, as the issue concerns internal logic and configuration handling, not the usage of an external dependency's API.

**Information Completeness** - The issue is perfectly complete, providing a minimal, clear, and reproducible example of the bug, including configuration, source code, and templates.

**Decision** - The evidence is overwhelming. A maintainer reported a logic bug in a core extension, provided a perfect reproduction case, and then fixed it with a production code change. This is a classic example of an Intrinsic bug.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:53:53.122593
102,102,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes incorrect output (an overescaped underscore) generated by the `napoleon` extension, which is part of the Sphinx repository. This falls under the **Intrinsic** definition, specifically ""Transformation/formatting/transpilation bugs caused by our logic/config"".

**Maintainer Signal** - A maintainer (`tk0miya`) closed the issue by merging a pull request explicitly titled ""Fix #7734: napoleon: overescaped trailing underscore on attribute"". This action serves as a direct confirmation from the maintainer that the issue was a bug within their codebase that required a fix.

**PR/Commit Evidence** - The closing PR is clearly labeled as a ""Bugfix"". This indicates that production code within this repository was modified to correct the faulty escaping logic. This strongly supports an Intrinsic classification and rules out Not a Bug or Unknown.

**Temporal Signals** - The author states, ""Older versions like 2.4.3 look ok to me,"" while reporting the bug on version 3.0.4. This is a strong signal of a regression, meaning a change within this repository between those versions introduced the bug. Regressions are a classic type of Intrinsic bug.

**Contract Rule** - This rule is not applicable here, as the issue relates to internal processing logic rather than the use of an external dependency's API.

**Information Completeness** - The issue is very well-documented with a clear description, a minimal reproducible example, and environment information, making the classification straightforward.

**Decision** - The evidence overwhelmingly points to an Intrinsic bug. The problem is a formatting error in a core extension, it was identified as a regression from a previous version of the same project, and it was fixed by a maintainer with a direct code change.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:54:11.419478
103,103,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes incorrect output (two ""Symbols"" sections in the generated index) from valid input (index entries with specific characters). This points to a logic error in the code that generates the index, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - While there are no comments in the issue itself, the closing PR body, written by a maintainer, provides a clear signal. It states, ""Multibyte symbols are categorized to independent symbols section different to single byte symbols. This integrate them to a single section."" This explicitly identifies a flaw in the repository's own categorization logic.

**PR/Commit Evidence** - The closing PR is explicitly a ""Bugfix"" that modifies the application's logic. It changes how symbols are categorized to ensure both single-byte and multi-byte symbols are grouped into a single ""Symbols"" section in the index. This is a direct fix to production code in this repository.

**Temporal Signals** - There are no temporal signals like ""after upgrading"" or ""worked on version X"". This makes an Extrinsic cause highly unlikely.

**Contract Rule** - This rule is not applicable, as the issue stems from internal processing logic rather than interaction with an external API.

**Information Completeness** - The issue description is clear, providing specific examples of characters that trigger the bug. The information is sufficient to understand and classify the problem.

**Decision** - The root cause is a logic error within the Sphinx index generation code, where it failed to correctly group all symbol types together. This is confirmed by the maintainer's description in the fixing PR, which modifies this internal logic. All evidence points to an Intrinsic bug.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:54:26.356518
104,104,Not a Bug,"{""Intrinsic"": 0.01, ""Extrinsic"": 0.01, ""Not a Bug"": 0.97, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue is framed as a request for new functionality (""Describe the solution you'd like"") to improve compatibility with the `MANPATH` environment variable. This directly aligns with the ""Feature requests, enhancement requests"" category under the **Not a Bug** definition.

**Maintainer Signal** - A maintainer (tk0miya) initially suggests the current behavior is correct. After more context is provided, they agree to the change but propose it as a new, configurable feature (`man_make_section_directory`) to avoid a breaking change. This treatment as a new, optional feature rather than a mandatory fix indicates it's an enhancement.

**PR/Commit Evidence** - The closing PR is explicitly marked as a ""Feature"". Its purpose is to ""Add a new config variable"". Adding new, optional functionality is a hallmark of an enhancement, not a bug fix.

**Temporal Signals** - There are no temporal signals. The issue does not mention any dependency upgrades, version changes, or recent regressions.

**Contract Rule** - This rule is not applicable as the issue is about the format of generated output, not an interaction with a dependency's API.

**Information Completeness** - The issue is well-documented with a clear description of the current behavior, the desired behavior, and the rationale. There is sufficient information to make a confident classification.

**Final Answer:** - All signals—the issue's phrasing, the `type:enhancement` label, the maintainer's discussion, and the closing PR's description—overwhelmingly point to this being a feature request. The existing code was not broken; it was enhanced to support a new use case.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.01
- Extrinsic: 0.01
- Not a Bug: 0.97
- Unknown: 0.01

**Final Answer:** Not a Bug",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:54:43.606889
105,105,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.03, ""Unknown"": 0.01}","**Reasoning:**
**Definition Check** - The issue describes a logic error where a configuration setting (`autodoc_typehints`) is not correctly applied to a specific code construct (overloaded functions). This directly matches the **Intrinsic** definition: ""Logic/validation/exception/flow errors in our source code"".

**Maintainer Signal** - This is the strongest possible signal. The issue was reported by a project MEMBER (`tk0miya`), who also created the fixing PR. This is a direct acknowledgment that the bug's root cause is within this repository's code.

**PR/Commit Evidence** - A closing PR was merged with the title ""Fix #7785..."". The PR body explicitly states it is a ""Bugfix"". This confirms that production code in this repository was modified to correct the faulty behavior.

**Temporal Signals** - There are no temporal signals (e.g., ""after upgrading,"" ""worked on version X""). This makes an Extrinsic cause highly unlikely.

**Contract Rule** - This rule is not applicable as the issue concerns internal logic and configuration handling, not the usage of an external API.

**Information Completeness** - The information is perfectly complete, with a minimal, verifiable reproduction case provided by the maintainer who filed the issue.

**Decision** - The evidence overwhelmingly points to an Intrinsic bug. A core feature of the `autodoc` extension was not working as expected due to a flaw in its own implementation. A maintainer confirmed this by filing the issue and submitting a fix.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.03
- Unknown: 0.01

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:54:59.161719
106,106,Intrinsic,"{""Intrinsic"": 0.95, ""Extrinsic"": 0.01, ""Not a Bug"": 0.02, ""Unknown"": 0.02}","**Reasoning:**
**Definition Check** - The issue describes a feature, `autodoc_type_aliases`, that fails to work correctly for specific code constructs (variables and attributes). This points to a logic error within the repository's own source code, which aligns with the **Intrinsic** definition.

**Maintainer Signal** - The strongest possible signal is present: the issue was authored by a repository MEMBER (`tk0miya`), who also closed the issue with a pull request. This is a self-reported and self-fixed bug, which strongly indicates the root cause is internal to the repository.

**PR/Commit Evidence** - A closing PR exists with the title ""Fix #8434: autodoc_type_aliases does not effect to variables"". The PR is explicitly labeled as a ""Bugfix"" and modifies production code to correct the described faulty behavior. This confirms a real bug was fixed within this repository.

**Temporal Signals** - There are no temporal signals such as ""after upgrading"" or ""worked on version X"". The issue is reported against the `HEAD` of a branch, indicating a bug in the current codebase, not a reaction to an external change.

**Contract Rule** - This rule is not applicable, as the issue concerns the internal logic of a feature, not the interaction with an external dependency's API.

**Information Completeness** - The issue is perfectly complete, with a minimal, reproducible example provided by a maintainer. There is no ambiguity, so it cannot be Unknown.

**Decision** - All evidence points conclusively to an Intrinsic bug. A maintainer identified a flaw in a core feature's logic, provided a clear reproduction, and fixed it by modifying the repository's production code.

**Confidence:** High

**Probability Distribution:**
- Intrinsic: 0.95
- Extrinsic: 0.01
- Not a Bug: 0.02
- Unknown: 0.02

**Final Answer:** Intrinsic",google_genai:gemini-2.5-pro,prompts/classification_prompt.md,0.2,2026-06-24T11:55:16.049762
